"0","getRatingMatrix(MovieLense)"
"1","943 x 1664 sparse Matrix of class ""dgCMatrix""
"
"2","   [[ unterdrücke 56 Spaltennamen ‘Toy Story (1995)’, ‘GoldenEye (1995)’, ‘Four Rooms (1995)’  ...]]
"
"2","   [[ unterdrücke 56 Spaltennamen ‘Toy Story (1995)’, ‘GoldenEye (1995)’, ‘Four Rooms (1995)’  ...]]
"
"1"," "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","  "
"1","       "
"1","
1"
"1"," 5"
"1"," 3"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," 1"
"1"," 5"
"1"," 3"
"1"," 2"
"1"," 5"
"1"," 5"
"1"," 5"
"1"," 5"
"1"," 5"
"1"," 3"
"1"," 4"
"1"," 5"
"1"," 4"
"1"," 1"
"1"," 4"
"1"," 4"
"1"," 3"
"1"," 4"
"1"," 3"
"1"," 2"
"1"," 4"
"1"," 1"
"1"," 3"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," 2"
"1"," 1"
"1"," 2"
"1"," 2"
"1"," 3"
"1"," 4"
"1"," 3"
"1"," 2"
"1"," 5"
"1"," 4"
"1"," 5"
"1"," 5"
"1"," 4"
"1"," 4"
"1"," 5"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," 4"
"1"," 3"
"1"," 3"
"1"," 5"
"1"," 4"
"1"," ......"
"1","
2"
"1"," 4"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," 2"
"1"," ."
"1"," ."
"1"," 4"
"1"," 4"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," 3"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," 4"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," 5"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ......"
"1","
3"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ......"
"1","
4"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," 4"
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
"1"," ."
